shipment_id,warehouse_id,destination_id,carrier_id,order_date,planned_ship_date,actual_ship_date,planned_delivery_date,actual_delivery_date,distance_km,weight_kg,freight_cost,status,on_time_flag
SHP-002530,WH-09,DST-15,CAR-03,2023-07-21,2023-07-23,2023-07-23,2023-07-26,2023-07-26,4443.8,294.1,1536.99,Delivered,True
SHP-002531,WH-01,DST-17,CAR-04,2023-07-21,2023-07-22,2023-07-22,2023-07-23,2023-07-23,11709.0,1409.1,120581.99,Delivered,True
SHP-002532,WH-09,DST-15,CAR-02,2023-07-21,2023-07-21,2023-07-21,2023-07-24,2023-07-24,4443.8,581.5,5417.66,Delivered,True
SHP-002533,WH-12,DST-17,CAR-03,2023-07-21,2023-07-22,2023-07-22,2023-07-23,2023-07-23,845.1,740.6,556.43,Delivered,True
SHP-002534,WH-04,DST-06,CAR-03,2023-07-21,2023-07-22,2023-07-22,2023-07-23,2023-07-23,320.6,153.1,79.24,Delivered,True
SHP-002535,WH-08,DST-09,CAR-05,2023-07-21,2023-07-22,2023-07-22,2023-07-23,2023-07-23,11380.8,216.4,33646.57,Delivered,True
SHP-002536,WH-04,DST-06,CAR-02,2023-07-21,2023-07-23,2023-07-23,2023-07-24,2023-07-24,320.6,550.7,375.45,Delivered,True
SHP-002537,WH-08,DST-12,CAR-04,2023-07-21,2023-07-23,2023-07-23,2023-07-24,2023-07-24,5311.2,124.4,11026.95,Delivered,True
SHP-002538,WH-02,DST-03,CAR-02,2023-07-21,2023-07-22,2023-07-22,2023-07-23,2023-07-25,1992.0,486.0,2131.75,Delivered,False
SHP-002539,WH-08,DST-01,CAR-05,2023-07-22,2023-07-22,2023-07-22,2023-07-24,2023-07-24,15332.5,406.4,66013.15,Delivered,True
SHP-002540,WH-02,DST-02,CAR-05,2023-07-22,2023-07-24,2023-07-25,2023-07-25,2023-07-31,1295.0,1061.2,11595.7,Delivered,False
SHP-002541,WH-08,DST-14,CAR-05,2023-07-22,2023-07-23,2023-07-24,2023-07-24,2023-07-24,3903.8,466.2,18464.94,Delivered,True
SHP-002542,WH-09,DST-14,CAR-06,2023-07-22,2023-07-22,2023-07-22,2023-07-30,2023-07-30,5032.4,186.2,349.83,Delivered,True
SHP-002543,WH-09,DST-16,CAR-06,2023-07-22,2023-07-22,2023-07-22,2023-08-02,2023-08-07,8055.2,75.2,399.02,Delivered,False
SHP-002544,WH-04,DST-12,CAR-04,2023-07-22,2023-07-23,2023-07-24,2023-07-24,2023-07-24,9345.1,187.0,23145.83,Delivered,True
SHP-002545,WH-11,DST-17,CAR-04,2023-07-22,2023-07-23,2023-07-24,2023-07-24,2023-07-24,868.1,1056.0,6978.02,Delivered,True
SHP-002546,WH-01,DST-05,CAR-05,2023-07-22,2023-07-23,2023-07-24,2023-07-24,2023-07-24,2159.1,742.0,14440.57,Delivered,True
SHP-002547,WH-04,DST-18,CAR-04,2023-07-22,2023-07-23,2023-07-23,2023-07-24,2023-07-24,5178.3,450.7,21565.05,Delivered,True
SHP-002548,WH-05,DST-07,CAR-05,2023-07-22,2023-07-23,2023-07-23,2023-07-24,2023-07-24,744.8,634.7,4414.11,Delivered,True
SHP-002549,WH-01,DST-05,CAR-01,2023-07-22,2023-07-24,2023-07-25,2023-07-26,2023-07-26,2159.1,299.3,1832.68,Delivered,True
SHP-002550,WH-12,DST-17,CAR-01,2023-07-22,2023-07-22,2023-07-22,2023-07-24,2023-07-24,845.1,51.9,361.9,Delivered,True
SHP-002551,WH-04,DST-05,CAR-04,2023-07-22,2023-07-24,2023-07-24,2023-07-25,2023-07-25,9208.8,1861.4,121491.64,Delivered,True
SHP-002552,WH-09,DST-16,CAR-06,2023-07-23,2023-07-25,2023-07-25,2023-08-04,2023-08-04,8055.2,249.3,651.45,Delivered,True
SHP-002553,WH-04,DST-06,CAR-01,2023-07-23,2023-07-25,2023-07-25,2023-07-26,2023-07-26,320.6,697.4,489.1,Delivered,True
SHP-002554,WH-03,DST-01,CAR-03,2023-07-23,2023-07-23,2023-07-23,2023-07-24,2023-07-24,550.4,1855.1,791.85,Delivered,True
SHP-002555,WH-09,DST-15,CAR-03,2023-07-23,2023-07-24,2023-07-25,2023-07-27,2023-07-27,4443.8,296.1,1543.21,Delivered,True
SHP-002556,WH-04,DST-13,CAR-05,2023-07-23,2023-07-25,2023-07-25,2023-07-26,2023-07-26,8612.0,283.3,29551.62,Delivered,True
SHP-002557,WH-09,DST-16,CAR-07,2023-07-23,2023-07-23,2023-07-24,2023-08-03,2023-08-03,8055.2,2753.1,4757.55,Delivered,True
SHP-002558,WH-12,DST-17,CAR-05,2023-07-23,2023-07-25,2023-07-26,2023-07-26,2023-07-26,845.1,105.5,1833.07,Delivered,True
SHP-002559,WH-04,DST-10,CAR-01,2023-07-23,2023-07-23,2023-07-23,2023-07-24,2023-07-24,796.9,233.2,586.84,Delivered,True
SHP-002560,WH-01,DST-04,CAR-05,2023-07-23,2023-07-23,2023-07-23,2023-07-24,2023-07-24,1598.9,1081.1,14543.24,Delivered,True
SHP-002561,WH-11,DST-18,CAR-02,2023-07-23,2023-07-23,2023-07-23,2023-07-24,2023-07-24,122.9,188.3,74.44,Delivered,True
SHP-002562,WH-08,DST-12,CAR-07,2023-07-23,2023-07-24,2023-07-24,2023-07-31,2023-08-07,5311.2,491.1,734.12,Delivered,False
SHP-002563,WH-09,DST-19,CAR-06,2023-07-23,2023-07-24,2023-07-24,2023-08-03,2023-08-07,6769.7,612.8,990.43,Delivered,False
SHP-002564,WH-04,DST-12,CAR-06,2023-07-23,2023-07-23,2023-07-24,2023-08-05,2023-08-05,9345.1,948.2,1931.4,Delivered,True
SHP-002565,WH-09,DST-14,CAR-05,2023-07-24,2023-07-24,2023-07-24,2023-07-25,2023-07-27,5032.4,308.7,18175.91,Delivered,False
SHP-002566,WH-04,DST-08,CAR-03,2023-07-24,2023-07-26,2023-07-26,2023-07-27,2023-07-27,611.3,690.3,380.97,Delivered,True
SHP-002567,WH-03,DST-05,CAR-06,2023-07-24,2023-07-26,2023-07-27,2023-07-30,2023-07-30,3261.0,492.1,406.25,Delivered,True
SHP-002568,WH-09,DST-16,CAR-05,2023-07-24,2023-07-24,2023-07-25,2023-07-25,2023-07-25,8055.2,796.3,56980.13,Delivered,True
SHP-002569,WH-04,DST-07,CAR-01,2023-07-24,2023-07-25,2023-07-25,2023-07-26,2023-07-26,372.9,106.7,194.42,Delivered,True
SHP-002570,WH-01,DST-03,CAR-04,2023-07-24,2023-07-26,2023-07-27,2023-07-27,2023-07-27,3110.3,216.2,8284.93,Delivered,True
SHP-002571,WH-11,DST-18,CAR-05,2023-07-24,2023-07-26,2023-07-26,2023-07-27,2023-07-27,122.9,528.5,635.63,Delivered,True
SHP-002572,WH-08,DST-05,CAR-05,2023-07-24,2023-07-26,2023-07-27,2023-07-27,2023-07-27,16606.7,420.6,73173.45,Delivered,True
SHP-002573,WH-01,DST-02,CAR-03,2023-07-24,2023-07-25,2023-07-25,2023-07-27,2023-07-27,947.5,807.5,668.23,Delivered,True
SHP-002574,WH-01,DST-12,CAR-04,2023-07-24,2023-07-24,2023-07-24,2023-07-25,2023-07-25,11041.3,986.8,83864.44,Delivered,True
SHP-002575,WH-06,DST-08,CAR-01,2023-07-24,2023-07-24,2023-07-24,2023-07-25,2023-07-25,974.8,587.7,1305.35,Delivered,True
SHP-002576,WH-04,DST-06,CAR-03,2023-07-24,2023-07-26,2023-07-27,2023-07-27,2023-08-02,320.6,193.2,88.24,Delivered,False
SHP-002577,WH-08,DST-14,CAR-04,2023-07-24,2023-07-25,2023-07-26,2023-07-26,2023-07-26,3903.8,1929.8,53211.29,Delivered,True
SHP-002578,WH-08,DST-13,CAR-04,2023-07-24,2023-07-26,2023-07-26,2023-07-27,2023-07-27,4671.9,851.4,31437.33,Delivered,True
SHP-002579,WH-04,DST-11,CAR-05,2023-07-25,2023-07-25,2023-07-25,2023-07-26,2023-07-26,1181.6,99.4,2511.71,Delivered,True
SHP-002580,WH-01,DST-02,CAR-04,2023-07-25,2023-07-25,2023-07-26,2023-07-26,2023-07-26,947.5,289.8,2970.17,Delivered,True
SHP-002581,WH-01,DST-01,CAR-04,2023-07-25,2023-07-26,2023-07-26,2023-07-27,2023-07-27,1200.3,1006.4,9267.6,Delivered,True
SHP-002582,WH-02,DST-07,CAR-06,2023-07-25,2023-07-25,2023-07-25,2023-08-04,2023-08-07,7934.2,571.3,1101.53,Delivered,False
SHP-002583,WH-10,DST-06,CAR-05,2023-07-25,2023-07-25,2023-07-26,2023-07-27,2023-07-27,16993.9,929.7,136306.13,Delivered,True
SHP-002584,WH-10,DST-14,CAR-05,2023-07-25,2023-07-25,2023-07-26,2023-07-27,2023-07-27,10156.8,294.7,35674.5,Delivered,True
SHP-002585,WH-04,DST-10,CAR-02,2023-07-25,2023-07-25,2023-07-26,2023-07-26,2023-07-26,796.9,1487.3,2097.48,Delivered,True
SHP-002586,WH-08,DST-13,CAR-05,2023-07-25,2023-07-26,2023-07-26,2023-07-27,2023-07-27,4671.9,733.7,30971.58,Delivered,True
SHP-002587,WH-08,DST-14,CAR-02,2023-07-25,2023-07-25,2023-07-26,2023-07-29,2023-08-01,3903.8,565.0,4658.77,Delivered,False
SHP-002588,WH-02,DST-17,CAR-05,2023-07-25,2023-07-26,2023-07-26,2023-07-27,2023-07-27,12542.1,629.9,73901.56,Delivered,True
SHP-002589,WH-03,DST-01,CAR-02,2023-07-25,2023-07-25,2023-07-25,2023-07-26,2023-07-26,550.4,1421.6,1392.46,Delivered,True
SHP-002590,WH-09,DST-04,CAR-04,2023-07-25,2023-07-26,2023-07-26,2023-07-27,2023-07-27,11348.8,87.6,20888.99,Delivered,True
SHP-002591,WH-01,DST-02,CAR-02,2023-07-25,2023-07-26,2023-07-26,2023-07-28,2023-07-28,947.5,1086.2,1901.15,Delivered,True
SHP-002592,WH-03,DST-01,CAR-02,2023-07-25,2023-07-26,2023-07-26,2023-07-27,2023-07-27,550.4,470.5,575.75,Delivered,True
SHP-002593,WH-09,DST-15,CAR-04,2023-07-25,2023-07-25,2023-07-25,2023-07-26,2023-07-29,4443.8,843.6,29680.55,Delivered,False
SHP-002594,WH-06,DST-07,CAR-05,2023-07-25,2023-07-25,2023-07-25,2023-07-26,2023-07-26,391.5,1830.2,5643.23,Delivered,True
SHP-002595,WH-08,DST-16,CAR-07,2023-07-25,2023-07-26,2023-07-27,2023-08-04,2023-08-04,6063.3,734.4,1133.11,Delivered,True
SHP-002596,WH-04,DST-16,CAR-04,2023-07-25,2023-07-25,2023-07-26,2023-07-27,2023-07-27,16584.4,457.6,69797.56,Delivered,True
SHP-002597,WH-12,DST-19,CAR-05,2023-07-26,2023-07-26,2023-07-26,2023-07-27,2023-07-27,1327.6,229.9,4052.08,Delivered,True
SHP-002598,WH-09,DST-19,CAR-04,2023-07-26,2023-07-26,2023-07-26,2023-07-27,2023-07-27,6769.7,124.0,14037.62,Delivered,True
SHP-002599,WH-01,DST-14,CAR-05,2023-07-26,2023-07-28,2023-07-28,2023-07-30,2023-07-30,13666.0,109.7,30049.85,Delivered,True
SHP-002600,WH-12,DST-19,CAR-02,2023-07-26,2023-07-28,2023-07-28,2023-07-30,2023-07-30,1327.6,164.3,754.46,Delivered,True
SHP-002601,WH-10,DST-14,CAR-05,2023-07-26,2023-07-28,2023-07-28,2023-07-30,2023-07-30,10156.8,146.8,25008.93,Delivered,True
SHP-002602,WH-02,DST-01,CAR-03,2023-07-26,2023-07-26,2023-07-26,2023-07-28,2023-07-28,2205.7,584.8,1211.74,Delivered,True
SHP-002603,WH-03,DST-15,CAR-06,2023-07-26,2023-07-26,2023-07-26,2023-08-17,2023-08-17,15807.2,490.0,1963.25,Delivered,True
SHP-002604,WH-02,DST-03,CAR-04,2023-07-26,2023-07-27,2023-07-28,2023-07-28,2023-07-28,1992.0,461.9,8438.38,Delivered,True
SHP-002605,WH-01,DST-03,CAR-04,2023-07-26,2023-07-27,2023-07-27,2023-07-28,2023-07-28,3110.3,180.0,7564.33,Delivered,True
SHP-002606,WH-04,DST-07,CAR-05,2023-07-26,2023-07-26,2023-07-26,2023-07-27,2023-07-27,372.9,166.8,971.08,Delivered,True
SHP-002607,WH-11,DST-04,CAR-06,2023-07-26,2023-07-26,2023-07-26,2023-08-10,2023-08-10,10606.9,804.3,1917.46,Delivered,True
SHP-002608,WH-03,DST-01,CAR-01,2023-07-27,2023-07-27,2023-07-27,2023-07-28,2023-07-28,550.4,2992.0,2986.93,Delivered,True
SHP-002609,WH-09,DST-15,CAR-07,2023-07-27,2023-07-27,2023-07-27,2023-08-03,2023-08-03,4443.8,534.7,652.98,Delivered,True
SHP-002610,WH-12,DST-20,CAR-02,2023-07-27,2023-07-28,2023-07-28,2023-07-30,2023-07-30,1240.3,321.9,1009.81,Delivered,True
SHP-002611,WH-03,DST-03,CAR-07,2023-07-27,2023-07-28,2023-07-28,2023-08-03,2023-08-03,3494.4,514.4,499.28,Delivered,True
SHP-002612,WH-02,DST-16,CAR-04,2023-07-27,2023-07-29,2023-07-30,2023-07-30,2023-07-30,14483.8,128.9,30487.74,Delivered,True
SHP-002613,WH-09,DST-12,CAR-04,2023-07-27,2023-07-29,2023-07-29,2023-07-30,2023-07-30,1754.3,425.3,7020.43,Delivered,True
SHP-002614,WH-10,DST-14,CAR-06,2023-07-27,2023-07-27,2023-07-27,2023-08-10,2023-08-15,10156.8,1559.7,3217.13,Delivered,False
SHP-002615,WH-04,DST-16,CAR-06,2023-07-27,2023-07-29,2023-07-30,2023-08-21,2023-08-26,16584.4,27.6,679.43,Delivered,False
SHP-002616,WH-02,DST-06,CAR-04,2023-07-27,2023-07-28,2023-07-28,2023-07-29,2023-07-29,7641.2,119.6,15629.59,Delivered,True
SHP-002617,WH-03,DST-01,CAR-05,2023-07-27,2023-07-27,2023-07-28,2023-07-28,2023-07-28,550.4,1084.7,5020.8,Delivered,True
SHP-002618,WH-06,DST-08,CAR-04,2023-07-27,2023-07-27,2023-07-27,2023-07-28,2023-07-28,974.8,293.9,3081.32,Delivered,True
SHP-002619,WH-07,DST-10,CAR-01,2023-07-28,2023-07-29,2023-07-29,2023-07-30,2023-07-30,1143.9,210.7,798.66,Delivered,True
SHP-002620,WH-10,DST-08,CAR-06,2023-07-28,2023-07-28,2023-07-28,2023-08-18,2023-08-18,16094.5,1530.7,5013.86,Delivered,True
SHP-002621,WH-04,DST-08,CAR-01,2023-07-28,2023-07-30,2023-07-30,2023-07-31,2023-07-31,611.3,982.4,1228.78,Delivered,True
SHP-002622,WH-09,DST-13,CAR-03,2023-07-28,2023-07-28,2023-07-28,2023-07-29,2023-07-29,866.5,2126.2,1410.88,Delivered,True
SHP-002623,WH-05,DST-07,CAR-04,2023-07-28,2023-07-28,2023-07-29,2023-07-29,2023-07-29,744.8,48.9,1186.48,Delivered,True
SHP-002624,WH-01,DST-03,CAR-07,2023-07-28,2023-07-29,2023-07-29,2023-08-03,2023-08-09,3110.3,333.9,332.12,Delivered,False
SHP-002625,WH-11,DST-20,CAR-03,2023-07-28,2023-07-28,2023-07-28,2023-07-30,2023-07-30,2423.4,709.3,1542.49,Delivered,True
SHP-002626,WH-05,DST-19,CAR-03,2023-07-28,2023-07-30,2023-07-30,2023-08-03,2023-08-03,4646.1,702.6,2935.48,Delivered,True
SHP-002627,WH-02,DST-02,CAR-02,2023-07-28,2023-07-29,2023-07-29,2023-07-31,2023-07-31,1295.0,1318.2,3066.96,Delivered,True
SHP-002628,WH-11,DST-19,CAR-03,2023-07-28,2023-07-29,2023-07-29,2023-07-30,2023-07-30,376.2,860.2,279.21,Delivered,True
SHP-002629,WH-08,DST-16,CAR-06,2023-07-28,2023-07-28,2023-07-28,2023-08-05,2023-08-05,6063.3,123.6,353.18,Delivered,True
SHP-002630,WH-11,DST-17,CAR-02,2023-07-28,2023-07-30,2023-07-30,2023-08-01,2023-08-01,868.1,161.3,489.28,Delivered,True
SHP-002631,WH-04,DST-09,CAR-03,2023-07-29,2023-07-29,2023-07-29,2023-07-30,2023-07-30,1424.2,194.3,393.08,Delivered,True
SHP-002632,WH-04,DST-17,CAR-04,2023-07-29,2023-07-30,2023-07-30,2023-07-31,2023-07-31,4660.7,318.8,15475.01,Delivered,True
SHP-002633,WH-05,DST-07,CAR-05,2023-07-29,2023-07-30,2023-07-30,2023-07-31,2023-08-02,744.8,585.5,4153.93,Delivered,False
SHP-002634,WH-05,DST-10,CAR-04,2023-07-29,2023-07-30,2023-07-30,2023-07-31,2023-07-31,901.1,347.4,3156.8,Delivered,True
SHP-002635,WH-09,DST-12,CAR-01,2023-07-29,2023-07-30,2023-07-30,2023-07-31,2023-07-31,1754.3,3136.0,9948.78,Delivered,True
SHP-002636,WH-02,DST-02,CAR-02,2023-07-29,2023-07-31,2023-07-31,2023-08-01,2023-08-01,1295.0,476.7,1367.02,Delivered,True
SHP-002637,WH-02,DST-17,CAR-05,2023-07-29,2023-07-31,2023-07-31,2023-08-02,2023-08-02,12542.1,459.1,58692.03,Delivered,True
SHP-002638,WH-09,DST-14,CAR-05,2023-07-29,2023-07-29,2023-07-29,2023-07-30,2023-07-30,5032.4,760.6,34322.35,Delivered,True
SHP-002639,WH-05,DST-10,CAR-05,2023-07-29,2023-07-29,2023-07-29,2023-07-30,2023-08-07,901.1,177.1,2412.55,Delivered,False
SHP-002640,WH-05,DST-09,CAR-05,2023-07-29,2023-07-31,2023-07-31,2023-08-01,2023-08-01,1785.7,330.0,6719.64,Delivered,True
SHP-002641,WH-11,DST-20,CAR-02,2023-07-29,2023-07-30,2023-07-30,2023-08-01,2023-08-09,2423.4,424.2,2359.74,Delivered,False
SHP-002642,WH-06,DST-07,CAR-03,2023-07-29,2023-07-31,2023-07-31,2023-08-01,2023-08-01,391.5,114.6,86.22,Delivered,True
SHP-002643,WH-07,DST-08,CAR-02,2023-07-29,2023-07-31,2023-07-31,2023-08-01,2023-08-06,517.2,973.2,946.52,Delivered,False
SHP-002644,WH-09,DST-14,CAR-04,2023-07-29,2023-07-29,2023-07-29,2023-07-30,2023-07-30,5032.4,353.4,17823.59,Delivered,True
SHP-002645,WH-08,DST-07,CAR-05,2023-07-29,2023-07-31,2023-08-01,2023-08-01,2023-08-05,10729.0,124.1,24688.67,Delivered,False
SHP-002646,WH-08,DST-15,CAR-04,2023-07-29,2023-07-31,2023-07-31,2023-08-01,2023-08-01,905.4,137.5,1955.56,Delivered,True
SHP-002647,WH-05,DST-06,CAR-05,2023-07-30,2023-07-31,2023-07-31,2023-08-01,2023-08-01,720.7,400.9,3074.64,Delivered,True
SHP-002648,WH-05,DST-06,CAR-04,2023-07-30,2023-07-30,2023-07-30,2023-07-31,2023-07-31,720.7,1171.3,6324.79,Delivered,True
SHP-002649,WH-05,DST-11,CAR-03,2023-07-30,2023-07-30,2023-07-30,2023-07-31,2023-07-31,810.7,732.8,529.37,Delivered,True
SHP-002650,WH-09,DST-12,CAR-02,2023-07-30,2023-07-30,2023-07-31,2023-08-01,2023-08-01,1754.3,223.9,1160.07,Delivered,True
SHP-002651,WH-01,DST-05,CAR-04,2023-07-30,2023-07-31,2023-07-31,2023-08-01,2023-08-01,2159.1,658.3,11860.26,Delivered,True
SHP-002652,WH-08,DST-12,CAR-05,2023-07-30,2023-07-30,2023-07-31,2023-07-31,2023-07-31,5311.2,486.2,25876.39,Delivered,True
SHP-002653,WH-03,DST-02,CAR-05,2023-07-30,2023-07-30,2023-07-30,2023-07-31,2023-07-31,701.2,696.4,4462.62,Delivered,True
SHP-002654,WH-05,DST-06,CAR-04,2023-07-30,2023-07-31,2023-08-01,2023-08-01,2023-08-01,720.7,50.5,1155.37,Delivered,True
SHP-002655,WH-09,DST-13,CAR-05,2023-07-30,2023-07-30,2023-07-30,2023-07-31,2023-07-31,866.5,676.5,5392.05,Delivered,True
SHP-002656,WH-08,DST-10,CAR-05,2023-07-30,2023-07-30,2023-07-31,2023-07-31,2023-07-31,10261.0,380.9,42320.46,Delivered,True
SHP-002657,WH-05,DST-08,CAR-04,2023-07-30,2023-07-30,2023-07-30,2023-07-31,2023-07-31,255.3,364.8,922.66,Delivered,True
SHP-002658,WH-07,DST-11,CAR-02,2023-07-30,2023-07-30,2023-07-30,2023-08-01,2023-08-05,810.4,92.8,370.17,Delivered,False
SHP-002659,WH-03,DST-05,CAR-07,2023-07-30,2023-08-01,2023-08-01,2023-08-07,2023-08-09,3261.0,862.0,692.65,Delivered,False
SHP-002660,WH-04,DST-09,CAR-02,2023-07-30,2023-07-31,2023-08-01,2023-08-02,2023-08-02,1424.2,125.0,722.05,Delivered,True
SHP-002661,WH-12,DST-18,CAR-01,2023-07-30,2023-08-01,2023-08-01,2023-08-02,2023-08-02,1588.3,732.2,2517.04,Delivered,True
SHP-002662,WH-03,DST-02,CAR-02,2023-07-30,2023-07-30,2023-07-31,2023-07-31,2023-07-31,701.2,563.6,835.26,Delivered,True
SHP-002663,WH-11,DST-17,CAR-05,2023-07-30,2023-08-01,2023-08-02,2023-08-02,2023-08-02,868.1,2252.6,15116.37,Delivered,True
SHP-002664,WH-09,DST-15,CAR-01,2023-07-30,2023-07-31,2023-07-31,2023-08-04,2023-08-04,4443.8,1452.6,12484.6,Delivered,True
SHP-002665,WH-05,DST-11,CAR-01,2023-07-30,2023-07-31,2023-07-31,2023-08-01,2023-08-01,810.7,421.7,856.84,Delivered,True
SHP-002666,WH-02,DST-01,CAR-03,2023-07-31,2023-08-01,2023-08-01,2023-08-04,2023-08-04,2205.7,422.0,960.37,Delivered,True
SHP-002667,WH-02,DST-13,CAR-04,2023-07-31,2023-08-01,2023-08-01,2023-08-02,2023-08-02,10974.3,237.9,30756.01,Delivered,True
SHP-002668,WH-04,DST-07,CAR-01,2023-07-31,2023-07-31,2023-07-31,2023-08-01,2023-08-01,372.9,110.4,196.76,Delivered,True
SHP-002669,WH-02,DST-01,CAR-04,2023-07-31,2023-07-31,2023-07-31,2023-08-01,2023-08-01,2205.7,1072.1,17957.8,Delivered,True
SHP-002670,WH-09,DST-17,CAR-06,2023-07-31,2023-07-31,2023-07-31,2023-08-09,2023-08-09,7242.9,998.6,1562.64,Delivered,True
SHP-002671,WH-12,DST-01,CAR-04,2023-07-31,2023-08-02,2023-08-02,2023-08-03,2023-08-03,10255.6,204.8,26569.46,Delivered,True
SHP-002672,WH-11,DST-05,CAR-07,2023-07-31,2023-07-31,2023-07-31,2023-08-21,2023-08-21,14332.0,186.1,1106.71,Delivered,True
SHP-002673,WH-05,DST-13,CAR-07,2023-07-31,2023-07-31,2023-07-31,2023-08-11,2023-08-11,8221.1,354.0,910.9,Delivered,True
SHP-002674,WH-04,DST-08,CAR-04,2023-07-31,2023-08-02,2023-08-02,2023-08-03,2023-08-03,611.3,476.4,2646.33,Delivered,True
SHP-002675,WH-02,DST-07,CAR-05,2023-07-31,2023-08-01,2023-08-02,2023-08-02,2023-08-02,7934.2,1283.9,83592.07,Delivered,True
SHP-002676,WH-10,DST-01,CAR-06,2023-07-31,2023-07-31,2023-08-01,2023-08-21,2023-08-21,15988.8,25.1,647.83,Delivered,True
SHP-002677,WH-04,DST-06,CAR-05,2023-07-31,2023-08-02,2023-08-02,2023-08-03,2023-08-03,320.6,79.5,636.21,Delivered,True
SHP-002678,WH-02,DST-09,CAR-06,2023-07-31,2023-08-02,2023-08-02,2023-08-12,2023-08-12,7956.2,1976.4,3116.85,Delivered,True
SHP-002679,WH-02,DST-04,CAR-01,2023-07-31,2023-07-31,2023-08-01,2023-08-01,2023-08-01,2438.1,323.1,2168.13,Delivered,True
SHP-002680,WH-10,DST-15,CAR-04,2023-07-31,2023-07-31,2023-08-01,2023-08-01,2023-08-01,5496.2,350.4,19360.69,Delivered,True
SHP-002681,WH-02,DST-19,CAR-05,2023-07-31,2023-07-31,2023-07-31,2023-08-01,2023-08-01,12739.4,73.2,24710.88,Delivered,True
SHP-002682,WH-09,DST-16,CAR-05,2023-08-01,2023-08-03,2023-08-03,2023-08-04,2023-08-04,8055.2,597.1,45587.53,Delivered,True
SHP-002683,WH-03,DST-13,CAR-06,2023-08-01,2023-08-03,2023-08-04,2023-08-18,2023-08-18,10601.0,178.4,722.05,Delivered,True
SHP-002684,WH-12,DST-14,CAR-04,2023-08-01,2023-08-03,2023-08-04,2023-08-04,2023-08-04,3517.0,1340.2,34668.05,Delivered,True
SHP-002685,WH-09,DST-14,CAR-05,2023-08-01,2023-08-01,2023-08-01,2023-08-02,2023-08-02,5032.4,175.0,13398.79,Delivered,True
SHP-002686,WH-07,DST-04,CAR-04,2023-08-01,2023-08-01,2023-08-01,2023-08-02,2023-08-02,6452.1,272.4,19507.03,Delivered,True
SHP-002687,WH-09,DST-08,CAR-05,2023-08-01,2023-08-01,2023-08-02,2023-08-02,2023-08-02,8397.2,1100.5,77536.42,Delivered,True
SHP-002688,WH-09,DST-11,CAR-04,2023-08-01,2023-08-01,2023-08-01,2023-08-02,2023-08-02,7764.6,592.5,39381.98,Delivered,True
SHP-002689,WH-05,DST-10,CAR-04,2023-08-01,2023-08-03,2023-08-04,2023-08-04,2023-08-04,901.1,316.8,2980.33,Delivered,True
SHP-002690,WH-09,DST-16,CAR-04,2023-08-01,2023-08-01,2023-08-01,2023-08-02,2023-08-02,8055.2,700.9,46444.2,Delivered,True
SHP-002691,WH-09,DST-13,CAR-04,2023-08-01,2023-08-02,2023-08-02,2023-08-03,2023-08-03,866.5,221.7,2338.45,Delivered,True
SHP-002692,WH-04,DST-09,CAR-03,2023-08-01,2023-08-02,2023-08-03,2023-08-04,2023-08-04,1424.2,60.5,259.69,Delivered,True
SHP-002693,WH-03,DST-14,CAR-07,2023-08-02,2023-08-03,2023-08-04,2023-08-20,2023-08-27,12488.3,292.8,1230.84,Delivered,False
SHP-002694,WH-07,DST-10,CAR-04,2023-08-02,2023-08-03,2023-08-03,2023-08-04,2023-08-04,1143.9,154.3,2593.82,Delivered,True
SHP-002695,WH-06,DST-13,CAR-05,2023-08-02,2023-08-04,2023-08-04,2023-08-05,2023-08-05,9095.7,1223.7,91942.1,Delivered,True
SHP-002696,WH-09,DST-04,CAR-06,2023-08-02,2023-08-04,2023-08-04,2023-08-20,2023-08-20,11348.8,193.3,803.42,Delivered,True
SHP-002697,WH-11,DST-13,CAR-04,2023-08-02,2023-08-02,2023-08-02,2023-08-03,2023-08-03,6783.4,1756.1,84921.67,Delivered,True
SHP-002698,WH-08,DST-06,CAR-05,2023-08-02,2023-08-04,2023-08-04,2023-08-05,2023-08-05,10847.8,1077.8,98415.77,Delivered,True
SHP-002699,WH-04,DST-11,CAR-01,2023-08-02,2023-08-03,2023-08-04,2023-08-05,2023-08-11,1181.6,127.0,656.84,Delivered,False
SHP-002700,WH-02,DST-04,CAR-01,2023-08-02,2023-08-02,2023-08-02,2023-08-03,2023-08-03,2438.1,89.8,1201.15,Delivered,True
SHP-002701,WH-09,DST-15,CAR-03,2023-08-02,2023-08-02,2023-08-03,2023-08-05,2023-08-05,4443.8,187.9,1206.63,Delivered,True
SHP-002702,WH-01,DST-01,CAR-05,2023-08-02,2023-08-04,2023-08-04,2023-08-05,2023-08-11,1200.3,454.4,5576.96,Delivered,False
SHP-002703,WH-03,DST-06,CAR-03,2023-08-02,2023-08-02,2023-08-02,2023-08-06,2023-08-06,5712.5,394.3,2376.45,Delivered,True
SHP-002704,WH-05,DST-08,CAR-04,2023-08-02,2023-08-03,2023-08-04,2023-08-04,2023-08-04,255.3,1449.7,2694.95,Delivered,True
SHP-002705,WH-12,DST-18,CAR-01,2023-08-03,2023-08-04,2023-08-04,2023-08-06,2023-08-06,1588.3,651.4,2298.87,Delivered,True
SHP-002706,WH-12,DST-09,CAR-03,2023-08-03,2023-08-04,2023-08-04,2023-08-08,2023-08-08,4541.9,885.7,3451.82,Delivered,True
