warehouse_id,month,category,stock_units,reorder_point,stockout_flag
WH-06,2023-10-01,Electronics,986,328,False
WH-06,2023-10-01,Apparel,2316,1139,False
WH-06,2023-10-01,Home Goods,1472,382,False
WH-06,2023-10-01,Industrial Parts,1797,960,False
WH-06,2023-10-01,Perishables,3291,915,False
WH-07,2023-10-01,Electronics,2385,813,False
WH-07,2023-10-01,Apparel,2175,854,False
WH-07,2023-10-01,Home Goods,2627,853,False
WH-07,2023-10-01,Industrial Parts,1469,717,False
WH-07,2023-10-01,Perishables,3223,897,False
WH-08,2023-10-01,Electronics,882,408,False
WH-08,2023-10-01,Apparel,1776,877,False
WH-08,2023-10-01,Home Goods,1125,514,False
WH-08,2023-10-01,Industrial Parts,965,413,False
WH-08,2023-10-01,Perishables,1203,538,False
WH-09,2023-10-01,Electronics,2113,781,False
WH-09,2023-10-01,Apparel,2176,646,False
WH-09,2023-10-01,Home Goods,3462,1085,False
WH-09,2023-10-01,Industrial Parts,1735,1224,False
WH-09,2023-10-01,Perishables,35,381,True
WH-10,2023-10-01,Electronics,4242,1127,False
WH-10,2023-10-01,Apparel,647,351,False
WH-10,2023-10-01,Home Goods,317,308,False
WH-10,2023-10-01,Industrial Parts,282,194,False
WH-10,2023-10-01,Perishables,682,442,False
WH-11,2023-10-01,Electronics,2459,1153,False
WH-11,2023-10-01,Apparel,2768,1147,False
WH-11,2023-10-01,Home Goods,897,498,False
WH-11,2023-10-01,Industrial Parts,310,1190,True
WH-11,2023-10-01,Perishables,1789,624,False
WH-12,2023-10-01,Electronics,924,352,False
WH-12,2023-10-01,Apparel,308,192,False
WH-12,2023-10-01,Home Goods,893,505,False
WH-12,2023-10-01,Industrial Parts,1609,469,False
WH-12,2023-10-01,Perishables,2010,625,False
WH-01,2023-11-01,Electronics,1596,696,False
WH-01,2023-11-01,Apparel,3237,1129,False
WH-01,2023-11-01,Home Goods,80,1096,True
WH-01,2023-11-01,Industrial Parts,7,933,True
WH-01,2023-11-01,Perishables,342,232,False
WH-02,2023-11-01,Electronics,2654,780,False
WH-02,2023-11-01,Apparel,598,200,False
WH-02,2023-11-01,Home Goods,942,473,False
WH-02,2023-11-01,Industrial Parts,2594,870,False
WH-02,2023-11-01,Perishables,1819,669,False
WH-03,2023-11-01,Electronics,1253,414,False
WH-03,2023-11-01,Apparel,3815,984,False
WH-03,2023-11-01,Home Goods,2008,633,False
WH-03,2023-11-01,Industrial Parts,3123,948,False
WH-03,2023-11-01,Perishables,1283,345,False
WH-04,2023-11-01,Electronics,395,189,False
WH-04,2023-11-01,Apparel,3500,1091,False
WH-04,2023-11-01,Home Goods,2303,915,False
WH-04,2023-11-01,Industrial Parts,2555,748,False
WH-04,2023-11-01,Perishables,46,784,True
WH-05,2023-11-01,Electronics,1787,549,False
WH-05,2023-11-01,Apparel,514,135,False
WH-05,2023-11-01,Home Goods,2009,505,False
WH-05,2023-11-01,Industrial Parts,3272,1215,False
WH-05,2023-11-01,Perishables,2967,801,False
WH-06,2023-11-01,Electronics,1172,316,False
WH-06,2023-11-01,Apparel,2037,1129,False
WH-06,2023-11-01,Home Goods,2051,1028,False
WH-06,2023-11-01,Industrial Parts,3080,777,False
WH-06,2023-11-01,Perishables,250,1119,True
WH-07,2023-11-01,Electronics,151,1049,True
WH-07,2023-11-01,Apparel,3924,1246,False
WH-07,2023-11-01,Home Goods,565,484,False
WH-07,2023-11-01,Industrial Parts,1423,398,False
WH-07,2023-11-01,Perishables,916,284,False
WH-08,2023-11-01,Electronics,1201,477,False
WH-08,2023-11-01,Apparel,1227,473,False
WH-08,2023-11-01,Home Goods,722,294,False
WH-08,2023-11-01,Industrial Parts,673,286,False
WH-08,2023-11-01,Perishables,2350,786,False
WH-09,2023-11-01,Electronics,2275,958,False
WH-09,2023-11-01,Apparel,1309,529,False
WH-09,2023-11-01,Home Goods,436,164,False
WH-09,2023-11-01,Industrial Parts,1701,928,False
WH-09,2023-11-01,Perishables,1683,548,False
WH-10,2023-11-01,Electronics,641,373,False
WH-10,2023-11-01,Apparel,1144,381,False
WH-10,2023-11-01,Home Goods,1910,482,False
WH-10,2023-11-01,Industrial Parts,1708,858,False
WH-10,2023-11-01,Perishables,36,584,True
WH-11,2023-11-01,Electronics,229,226,False
WH-11,2023-11-01,Apparel,3032,1044,False
WH-11,2023-11-01,Home Goods,632,548,False
WH-11,2023-11-01,Industrial Parts,3822,1040,False
WH-11,2023-11-01,Perishables,18,347,True
WH-12,2023-11-01,Electronics,1189,646,False
WH-12,2023-11-01,Apparel,1890,791,False
WH-12,2023-11-01,Home Goods,902,521,False
WH-12,2023-11-01,Industrial Parts,444,267,False
WH-12,2023-11-01,Perishables,588,167,False
WH-01,2023-12-01,Electronics,2204,624,False
WH-01,2023-12-01,Apparel,806,244,False
WH-01,2023-12-01,Home Goods,2029,791,False
WH-01,2023-12-01,Industrial Parts,186,944,True
WH-01,2023-12-01,Perishables,2,433,True
WH-02,2023-12-01,Electronics,2765,1221,False
WH-02,2023-12-01,Apparel,28,906,True
WH-02,2023-12-01,Home Goods,644,607,False
WH-02,2023-12-01,Industrial Parts,1736,1151,False
WH-02,2023-12-01,Perishables,913,235,False
WH-03,2023-12-01,Electronics,1057,325,False
WH-03,2023-12-01,Apparel,3142,1100,False
WH-03,2023-12-01,Home Goods,1066,1035,False
WH-03,2023-12-01,Industrial Parts,2143,1007,False
WH-03,2023-12-01,Perishables,1554,780,False
WH-04,2023-12-01,Electronics,2116,743,False
WH-04,2023-12-01,Apparel,1578,575,False
WH-04,2023-12-01,Home Goods,2047,889,False
WH-04,2023-12-01,Industrial Parts,3348,987,False
WH-04,2023-12-01,Perishables,2177,659,False
WH-05,2023-12-01,Electronics,3055,854,False
WH-05,2023-12-01,Apparel,2531,877,False
WH-05,2023-12-01,Home Goods,786,686,False
WH-05,2023-12-01,Industrial Parts,3706,949,False
WH-05,2023-12-01,Perishables,2017,834,False
WH-06,2023-12-01,Electronics,348,325,False
WH-06,2023-12-01,Apparel,547,476,False
WH-06,2023-12-01,Home Goods,508,415,False
WH-06,2023-12-01,Industrial Parts,2177,901,False
WH-06,2023-12-01,Perishables,2852,766,False
WH-07,2023-12-01,Electronics,1805,860,False
WH-07,2023-12-01,Apparel,1602,1189,False
WH-07,2023-12-01,Home Goods,1559,870,False
WH-07,2023-12-01,Industrial Parts,2075,870,False
WH-07,2023-12-01,Perishables,1919,646,False
WH-08,2023-12-01,Electronics,2777,972,False
WH-08,2023-12-01,Apparel,1470,1074,False
WH-08,2023-12-01,Home Goods,2346,587,False
WH-08,2023-12-01,Industrial Parts,1201,962,False
WH-08,2023-12-01,Perishables,1341,1028,False
WH-09,2023-12-01,Electronics,4017,1138,False
WH-09,2023-12-01,Apparel,1739,521,False
WH-09,2023-12-01,Home Goods,631,570,False
WH-09,2023-12-01,Industrial Parts,2831,755,False
WH-09,2023-12-01,Perishables,3349,1175,False
WH-10,2023-12-01,Electronics,2144,765,False
WH-10,2023-12-01,Apparel,1603,1074,False
WH-10,2023-12-01,Home Goods,1607,467,False
WH-10,2023-12-01,Industrial Parts,1759,874,False
WH-10,2023-12-01,Perishables,1901,667,False
WH-11,2023-12-01,Electronics,715,602,False
WH-11,2023-12-01,Apparel,958,274,False
WH-11,2023-12-01,Home Goods,268,194,False
WH-11,2023-12-01,Industrial Parts,2666,1061,False
WH-11,2023-12-01,Perishables,4786,1244,False
WH-12,2023-12-01,Electronics,672,367,False
WH-12,2023-12-01,Apparel,1232,1037,False
WH-12,2023-12-01,Home Goods,1737,623,False
WH-12,2023-12-01,Industrial Parts,2235,896,False
WH-12,2023-12-01,Perishables,741,283,False
WH-01,2024-01-01,Electronics,2438,877,False
WH-01,2024-01-01,Apparel,2245,587,False
WH-01,2024-01-01,Home Goods,975,682,False
WH-01,2024-01-01,Industrial Parts,2423,1143,False
WH-01,2024-01-01,Perishables,2785,1020,False
WH-02,2024-01-01,Electronics,711,192,False
WH-02,2024-01-01,Apparel,2169,921,False
WH-02,2024-01-01,Home Goods,1067,347,False
WH-02,2024-01-01,Industrial Parts,3581,1136,False
WH-02,2024-01-01,Perishables,1618,650,False
WH-03,2024-01-01,Electronics,1825,766,False
WH-03,2024-01-01,Apparel,1008,355,False
WH-03,2024-01-01,Home Goods,198,167,False
WH-03,2024-01-01,Industrial Parts,1282,914,False
WH-03,2024-01-01,Perishables,2469,998,False
WH-04,2024-01-01,Electronics,2003,1121,False
WH-04,2024-01-01,Apparel,895,394,False
WH-04,2024-01-01,Home Goods,3341,1065,False
WH-04,2024-01-01,Industrial Parts,1456,1091,False
WH-04,2024-01-01,Perishables,1548,644,False
WH-05,2024-01-01,Electronics,927,775,False
WH-05,2024-01-01,Apparel,1859,629,False
WH-05,2024-01-01,Home Goods,1084,796,False
WH-05,2024-01-01,Industrial Parts,2630,866,False
WH-05,2024-01-01,Perishables,3838,1115,False
WH-06,2024-01-01,Electronics,528,238,False
WH-06,2024-01-01,Apparel,611,250,False
WH-06,2024-01-01,Home Goods,2789,923,False
WH-06,2024-01-01,Industrial Parts,765,665,False
WH-06,2024-01-01,Perishables,3148,844,False
WH-07,2024-01-01,Electronics,2685,781,False
WH-07,2024-01-01,Apparel,3782,949,False
WH-07,2024-01-01,Home Goods,1479,873,False
WH-07,2024-01-01,Industrial Parts,620,221,False
WH-07,2024-01-01,Perishables,2088,893,False
WH-08,2024-01-01,Electronics,1267,883,False
WH-08,2024-01-01,Apparel,2566,1237,False
WH-08,2024-01-01,Home Goods,2200,810,False
WH-08,2024-01-01,Industrial Parts,914,538,False
WH-08,2024-01-01,Perishables,1914,734,False
WH-09,2024-01-01,Electronics,3366,1103,False
WH-09,2024-01-01,Apparel,866,865,False
WH-09,2024-01-01,Home Goods,1069,1036,False
WH-09,2024-01-01,Industrial Parts,588,266,False
WH-09,2024-01-01,Perishables,969,459,False
WH-10,2024-01-01,Electronics,132,513,True
WH-10,2024-01-01,Apparel,520,233,False
WH-10,2024-01-01,Home Goods,178,140,False
WH-10,2024-01-01,Industrial Parts,2116,626,False
WH-10,2024-01-01,Perishables,969,422,False
WH-11,2024-01-01,Electronics,403,314,False
WH-11,2024-01-01,Apparel,1090,666,False
WH-11,2024-01-01,Home Goods,658,624,False
WH-11,2024-01-01,Industrial Parts,1436,1236,False
WH-11,2024-01-01,Perishables,1613,663,False
WH-12,2024-01-01,Electronics,1555,776,False
WH-12,2024-01-01,Apparel,1993,793,False
WH-12,2024-01-01,Home Goods,1456,531,False
WH-12,2024-01-01,Industrial Parts,1246,789,False
WH-12,2024-01-01,Perishables,2112,783,False
WH-01,2024-02-01,Electronics,1317,713,False
WH-01,2024-02-01,Apparel,795,580,False
WH-01,2024-02-01,Home Goods,214,1205,True
WH-01,2024-02-01,Industrial Parts,1997,1120,False
WH-01,2024-02-01,Perishables,1101,753,False
WH-02,2024-02-01,Electronics,1286,489,False
WH-02,2024-02-01,Apparel,609,249,False
WH-02,2024-02-01,Home Goods,695,527,False
WH-02,2024-02-01,Industrial Parts,1463,499,False
WH-02,2024-02-01,Perishables,2566,857,False
WH-03,2024-02-01,Electronics,860,279,False
WH-03,2024-02-01,Apparel,326,225,False
WH-03,2024-02-01,Home Goods,418,344,False
WH-03,2024-02-01,Industrial Parts,546,279,False
WH-03,2024-02-01,Perishables,345,266,False
WH-04,2024-02-01,Electronics,984,657,False
WH-04,2024-02-01,Apparel,1003,259,False
WH-04,2024-02-01,Home Goods,1933,832,False
WH-04,2024-02-01,Industrial Parts,965,490,False
WH-04,2024-02-01,Perishables,223,976,True
WH-05,2024-02-01,Electronics,2372,856,False
WH-05,2024-02-01,Apparel,2575,651,False
WH-05,2024-02-01,Home Goods,4042,1159,False
WH-05,2024-02-01,Industrial Parts,1451,477,False
WH-05,2024-02-01,Perishables,2887,898,False
WH-06,2024-02-01,Electronics,1058,959,False
WH-06,2024-02-01,Apparel,1240,1129,False
WH-06,2024-02-01,Home Goods,1385,581,False
WH-06,2024-02-01,Industrial Parts,2633,674,False
WH-06,2024-02-01,Perishables,2472,774,False
WH-07,2024-02-01,Electronics,2629,730,False
WH-07,2024-02-01,Apparel,1678,669,False
WH-07,2024-02-01,Home Goods,1865,955,False
WH-07,2024-02-01,Industrial Parts,317,221,False
WH-07,2024-02-01,Perishables,1873,660,False
WH-08,2024-02-01,Electronics,2206,841,False
WH-08,2024-02-01,Apparel,1138,574,False
WH-08,2024-02-01,Home Goods,616,455,False
WH-08,2024-02-01,Industrial Parts,375,157,False
WH-08,2024-02-01,Perishables,2068,522,False
WH-09,2024-02-01,Electronics,242,140,False
WH-09,2024-02-01,Apparel,314,261,False
WH-09,2024-02-01,Home Goods,1047,914,False
WH-09,2024-02-01,Industrial Parts,2373,969,False
WH-09,2024-02-01,Perishables,974,678,False
WH-10,2024-02-01,Electronics,267,201,False
WH-10,2024-02-01,Apparel,166,596,True
WH-10,2024-02-01,Home Goods,2386,636,False
WH-10,2024-02-01,Industrial Parts,2733,772,False
WH-10,2024-02-01,Perishables,936,878,False
WH-11,2024-02-01,Electronics,3372,1147,False
WH-11,2024-02-01,Apparel,1885,751,False
WH-11,2024-02-01,Home Goods,1215,753,False
WH-11,2024-02-01,Industrial Parts,1613,594,False
WH-11,2024-02-01,Perishables,2095,1200,False
WH-12,2024-02-01,Electronics,3035,1113,False
WH-12,2024-02-01,Apparel,1180,392,False
WH-12,2024-02-01,Home Goods,728,572,False
WH-12,2024-02-01,Industrial Parts,2059,616,False
WH-12,2024-02-01,Perishables,1270,1068,False
WH-01,2024-03-01,Electronics,122,701,True
WH-01,2024-03-01,Apparel,2267,755,False
WH-01,2024-03-01,Home Goods,295,280,False
WH-01,2024-03-01,Industrial Parts,646,442,False
WH-01,2024-03-01,Perishables,1255,740,False
WH-02,2024-03-01,Electronics,487,406,False
WH-02,2024-03-01,Apparel,3018,975,False
WH-02,2024-03-01,Home Goods,680,307,False
WH-02,2024-03-01,Industrial Parts,3126,973,False
WH-02,2024-03-01,Perishables,486,137,False
WH-03,2024-03-01,Electronics,1228,362,False
WH-03,2024-03-01,Apparel,602,240,False
WH-03,2024-03-01,Home Goods,2886,906,False
WH-03,2024-03-01,Industrial Parts,1022,260,False
WH-03,2024-03-01,Perishables,3008,969,False
WH-04,2024-03-01,Electronics,1247,811,False
WH-04,2024-03-01,Apparel,2002,1031,False
WH-04,2024-03-01,Home Goods,2217,927,False
WH-04,2024-03-01,Industrial Parts,720,205,False
WH-04,2024-03-01,Perishables,262,946,True
WH-05,2024-03-01,Electronics,754,240,False
WH-05,2024-03-01,Apparel,1041,456,False
WH-05,2024-03-01,Home Goods,458,321,False
WH-05,2024-03-01,Industrial Parts,506,293,False
WH-05,2024-03-01,Perishables,2468,1011,False
WH-06,2024-03-01,Electronics,994,384,False
WH-06,2024-03-01,Apparel,367,308,False
WH-06,2024-03-01,Home Goods,1638,1198,False
WH-06,2024-03-01,Industrial Parts,1236,958,False
WH-06,2024-03-01,Perishables,805,287,False
WH-07,2024-03-01,Electronics,641,391,False
WH-07,2024-03-01,Apparel,2089,603,False
WH-07,2024-03-01,Home Goods,21,423,True
WH-07,2024-03-01,Industrial Parts,1797,680,False
WH-07,2024-03-01,Perishables,543,170,False
WH-08,2024-03-01,Electronics,2972,835,False
WH-08,2024-03-01,Apparel,3110,993,False
WH-08,2024-03-01,Home Goods,1454,998,False
WH-08,2024-03-01,Industrial Parts,2751,826,False
WH-08,2024-03-01,Perishables,1133,635,False
WH-09,2024-03-01,Electronics,385,140,False
WH-09,2024-03-01,Apparel,1887,960,False
WH-09,2024-03-01,Home Goods,1373,638,False
WH-09,2024-03-01,Industrial Parts,832,744,False
WH-09,2024-03-01,Perishables,2083,618,False
WH-10,2024-03-01,Electronics,0,487,True
WH-10,2024-03-01,Apparel,1178,1052,False
WH-10,2024-03-01,Home Goods,1268,1022,False
WH-10,2024-03-01,Industrial Parts,1801,1001,False
WH-10,2024-03-01,Perishables,1785,821,False
WH-11,2024-03-01,Electronics,1175,446,False
WH-11,2024-03-01,Apparel,508,476,False
WH-11,2024-03-01,Home Goods,3797,1195,False
WH-11,2024-03-01,Industrial Parts,2516,642,False
WH-11,2024-03-01,Perishables,1953,1069,False
WH-12,2024-03-01,Electronics,1395,613,False
WH-12,2024-03-01,Apparel,4145,1050,False
WH-12,2024-03-01,Home Goods,670,477,False
WH-12,2024-03-01,Industrial Parts,2886,775,False
WH-12,2024-03-01,Perishables,1321,1233,False
WH-01,2024-04-01,Electronics,1141,849,False
WH-01,2024-04-01,Apparel,1160,898,False
WH-01,2024-04-01,Home Goods,3189,1238,False
WH-01,2024-04-01,Industrial Parts,3587,945,False
WH-01,2024-04-01,Perishables,1399,822,False
WH-02,2024-04-01,Electronics,1063,664,False
WH-02,2024-04-01,Apparel,1424,1059,False
WH-02,2024-04-01,Home Goods,3110,973,False
WH-02,2024-04-01,Industrial Parts,3359,1210,False
WH-02,2024-04-01,Perishables,2297,943,False
WH-03,2024-04-01,Electronics,2665,666,False
WH-03,2024-04-01,Apparel,1855,712,False
WH-03,2024-04-01,Home Goods,1162,909,False
WH-03,2024-04-01,Industrial Parts,2444,804,False
WH-03,2024-04-01,Perishables,103,427,True
WH-04,2024-04-01,Electronics,2959,1042,False
WH-04,2024-04-01,Apparel,3281,1154,False
WH-04,2024-04-01,Home Goods,1204,462,False
WH-04,2024-04-01,Industrial Parts,2663,700,False
WH-04,2024-04-01,Perishables,2435,617,False
WH-05,2024-04-01,Electronics,1322,1105,False
WH-05,2024-04-01,Apparel,2937,951,False
WH-05,2024-04-01,Home Goods,3356,856,False
WH-05,2024-04-01,Industrial Parts,37,593,True
WH-05,2024-04-01,Perishables,3155,854,False
WH-06,2024-04-01,Electronics,3228,954,False
WH-06,2024-04-01,Apparel,413,217,False
WH-06,2024-04-01,Home Goods,1937,868,False
WH-06,2024-04-01,Industrial Parts,932,342,False
WH-06,2024-04-01,Perishables,337,207,False
WH-07,2024-04-01,Electronics,2148,1113,False
WH-07,2024-04-01,Apparel,906,459,False
WH-07,2024-04-01,Home Goods,1908,1109,False
WH-07,2024-04-01,Industrial Parts,1436,1139,False
WH-07,2024-04-01,Perishables,3377,856,False
WH-08,2024-04-01,Electronics,1646,638,False
WH-08,2024-04-01,Apparel,948,650,False
WH-08,2024-04-01,Home Goods,1618,564,False
WH-08,2024-04-01,Industrial Parts,3658,1091,False
WH-08,2024-04-01,Perishables,3612,1247,False
WH-09,2024-04-01,Electronics,599,378,False
WH-09,2024-04-01,Apparel,830,340,False
WH-09,2024-04-01,Home Goods,2483,1195,False
WH-09,2024-04-01,Industrial Parts,1273,348,False
WH-09,2024-04-01,Perishables,2474,972,False
WH-10,2024-04-01,Electronics,1562,1184,False
WH-10,2024-04-01,Apparel,309,272,False
WH-10,2024-04-01,Home Goods,616,504,False
WH-10,2024-04-01,Industrial Parts,332,263,False
WH-10,2024-04-01,Perishables,30,225,True
WH-11,2024-04-01,Electronics,1683,431,False
WH-11,2024-04-01,Apparel,1334,1170,False
WH-11,2024-04-01,Home Goods,1790,616,False
WH-11,2024-04-01,Industrial Parts,77,560,True
WH-11,2024-04-01,Perishables,1045,362,False
WH-12,2024-04-01,Electronics,1285,634,False
WH-12,2024-04-01,Apparel,83,962,True
WH-12,2024-04-01,Home Goods,2393,799,False
WH-12,2024-04-01,Industrial Parts,1285,1166,False
WH-12,2024-04-01,Perishables,3048,772,False
WH-01,2024-05-01,Electronics,875,424,False
WH-01,2024-05-01,Apparel,627,333,False
WH-01,2024-05-01,Home Goods,1231,368,False
WH-01,2024-05-01,Industrial Parts,39,1062,True
WH-01,2024-05-01,Perishables,411,343,False
WH-02,2024-05-01,Electronics,78,301,True
WH-02,2024-05-01,Apparel,1593,629,False
WH-02,2024-05-01,Home Goods,1525,1110,False
WH-02,2024-05-01,Industrial Parts,163,139,False
WH-02,2024-05-01,Perishables,573,391,False
WH-03,2024-05-01,Electronics,482,343,False
WH-03,2024-05-01,Apparel,4309,1245,False
WH-03,2024-05-01,Home Goods,209,183,False
WH-03,2024-05-01,Industrial Parts,371,225,False
WH-03,2024-05-01,Perishables,2724,699,False
WH-04,2024-05-01,Electronics,1215,353,False
WH-04,2024-05-01,Apparel,302,151,False
WH-04,2024-05-01,Home Goods,2903,1215,False
WH-04,2024-05-01,Industrial Parts,1145,565,False
WH-04,2024-05-01,Perishables,1866,507,False
WH-05,2024-05-01,Electronics,2962,851,False
WH-05,2024-05-01,Apparel,1748,877,False
WH-05,2024-05-01,Home Goods,2866,1063,False
WH-05,2024-05-01,Industrial Parts,2655,981,False
WH-05,2024-05-01,Perishables,46,551,True
WH-06,2024-05-01,Electronics,1550,1027,False
WH-06,2024-05-01,Apparel,19,185,True
WH-06,2024-05-01,Home Goods,1267,359,False
WH-06,2024-05-01,Industrial Parts,610,294,False
WH-06,2024-05-01,Perishables,2982,855,False
WH-07,2024-05-01,Electronics,2477,670,False
WH-07,2024-05-01,Apparel,3278,1131,False
WH-07,2024-05-01,Home Goods,1342,878,False
WH-07,2024-05-01,Industrial Parts,1583,787,False
WH-07,2024-05-01,Perishables,3608,1214,False
WH-08,2024-05-01,Electronics,12,319,True
WH-08,2024-05-01,Apparel,1745,625,False
WH-08,2024-05-01,Home Goods,2980,1097,False
WH-08,2024-05-01,Industrial Parts,1276,695,False
WH-08,2024-05-01,Perishables,1233,1190,False
WH-09,2024-05-01,Electronics,4440,1158,False
WH-09,2024-05-01,Apparel,2675,1075,False
WH-09,2024-05-01,Home Goods,861,218,False
WH-09,2024-05-01,Industrial Parts,3318,868,False
WH-09,2024-05-01,Perishables,535,163,False
WH-10,2024-05-01,Electronics,1712,771,False
WH-10,2024-05-01,Apparel,1523,502,False
WH-10,2024-05-01,Home Goods,1439,447,False
WH-10,2024-05-01,Industrial Parts,1355,477,False
WH-10,2024-05-01,Perishables,1979,964,False
WH-11,2024-05-01,Electronics,397,300,False
WH-11,2024-05-01,Apparel,1325,589,False
WH-11,2024-05-01,Home Goods,467,414,False
WH-11,2024-05-01,Industrial Parts,1350,919,False
WH-11,2024-05-01,Perishables,667,215,False
WH-12,2024-05-01,Electronics,1888,477,False
WH-12,2024-05-01,Apparel,344,289,False
WH-12,2024-05-01,Home Goods,2381,1115,False
WH-12,2024-05-01,Industrial Parts,1421,1084,False
WH-12,2024-05-01,Perishables,533,502,False
WH-01,2024-06-01,Electronics,672,248,False
WH-01,2024-06-01,Apparel,2085,826,False
WH-01,2024-06-01,Home Goods,491,184,False
WH-01,2024-06-01,Industrial Parts,2001,508,False
WH-01,2024-06-01,Perishables,1730,584,False
WH-02,2024-06-01,Electronics,3097,798,False
WH-02,2024-06-01,Apparel,1166,828,False
WH-02,2024-06-01,Home Goods,778,465,False
WH-02,2024-06-01,Industrial Parts,995,831,False
WH-02,2024-06-01,Perishables,413,191,False
WH-03,2024-06-01,Electronics,3523,885,False
WH-03,2024-06-01,Apparel,180,923,True
WH-03,2024-06-01,Home Goods,2873,750,False
WH-03,2024-06-01,Industrial Parts,1002,311,False
WH-03,2024-06-01,Perishables,492,252,False
WH-04,2024-06-01,Electronics,3045,1169,False
WH-04,2024-06-01,Apparel,2025,535,False
WH-04,2024-06-01,Home Goods,301,271,False
WH-04,2024-06-01,Industrial Parts,3559,1198,False
WH-04,2024-06-01,Perishables,745,352,False
WH-05,2024-06-01,Electronics,1270,338,False
WH-05,2024-06-01,Apparel,1529,700,False
WH-05,2024-06-01,Home Goods,470,256,False
WH-05,2024-06-01,Industrial Parts,186,694,True
WH-05,2024-06-01,Perishables,3407,880,False
WH-06,2024-06-01,Electronics,1622,1209,False
WH-06,2024-06-01,Apparel,2049,533,False
WH-06,2024-06-01,Home Goods,12,399,True
WH-06,2024-06-01,Industrial Parts,2872,727,False
WH-06,2024-06-01,Perishables,2570,742,False
WH-07,2024-06-01,Electronics,1226,1136,False
WH-07,2024-06-01,Apparel,874,700,False
WH-07,2024-06-01,Home Goods,1234,418,False
WH-07,2024-06-01,Industrial Parts,811,423,False
WH-07,2024-06-01,Perishables,197,891,True
WH-08,2024-06-01,Electronics,3394,918,False
WH-08,2024-06-01,Apparel,1454,1034,False
WH-08,2024-06-01,Home Goods,915,847,False
WH-08,2024-06-01,Industrial Parts,309,239,False
WH-08,2024-06-01,Perishables,2449,776,False
WH-09,2024-06-01,Electronics,443,170,False
WH-09,2024-06-01,Apparel,316,125,False
WH-09,2024-06-01,Home Goods,466,310,False
WH-09,2024-06-01,Industrial Parts,4308,1104,False
WH-09,2024-06-01,Perishables,48,609,True
WH-10,2024-06-01,Electronics,589,450,False
WH-10,2024-06-01,Apparel,2820,967,False
WH-10,2024-06-01,Home Goods,1706,487,False
WH-10,2024-06-01,Industrial Parts,3701,1074,False
WH-10,2024-06-01,Perishables,2775,886,False
WH-11,2024-06-01,Electronics,616,157,False
WH-11,2024-06-01,Apparel,769,607,False
WH-11,2024-06-01,Home Goods,480,284,False
WH-11,2024-06-01,Industrial Parts,1430,742,False
WH-11,2024-06-01,Perishables,1320,955,False
WH-12,2024-06-01,Electronics,2655,1055,False
WH-12,2024-06-01,Apparel,3205,834,False
WH-12,2024-06-01,Home Goods,271,1207,True
WH-12,2024-06-01,Industrial Parts,808,305,False
WH-12,2024-06-01,Perishables,96,1152,True
WH-01,2024-07-01,Electronics,1339,798,False
WH-01,2024-07-01,Apparel,3216,1090,False
WH-01,2024-07-01,Home Goods,3141,1156,False
WH-01,2024-07-01,Industrial Parts,1960,913,False
WH-01,2024-07-01,Perishables,613,263,False
WH-02,2024-07-01,Electronics,1559,562,False
WH-02,2024-07-01,Apparel,3170,880,False
WH-02,2024-07-01,Home Goods,361,226,False
WH-02,2024-07-01,Industrial Parts,1470,1037,False
WH-02,2024-07-01,Perishables,138,1090,True
WH-03,2024-07-01,Electronics,727,448,False
WH-03,2024-07-01,Apparel,915,607,False
WH-03,2024-07-01,Home Goods,1186,388,False
WH-03,2024-07-01,Industrial Parts,1551,1105,False
WH-03,2024-07-01,Perishables,1264,790,False
WH-04,2024-07-01,Electronics,1013,407,False
WH-04,2024-07-01,Apparel,1827,880,False
WH-04,2024-07-01,Home Goods,941,461,False
WH-04,2024-07-01,Industrial Parts,2567,939,False
WH-04,2024-07-01,Perishables,2005,1016,False
WH-05,2024-07-01,Electronics,1776,902,False
WH-05,2024-07-01,Apparel,1616,562,False
WH-05,2024-07-01,Home Goods,502,280,False
WH-05,2024-07-01,Industrial Parts,1237,345,False
WH-05,2024-07-01,Perishables,640,328,False
WH-06,2024-07-01,Electronics,1821,504,False
WH-06,2024-07-01,Apparel,295,277,False
WH-06,2024-07-01,Home Goods,393,347,False
WH-06,2024-07-01,Industrial Parts,654,196,False
WH-06,2024-07-01,Perishables,1010,450,False
WH-07,2024-07-01,Electronics,564,164,False
WH-07,2024-07-01,Apparel,4296,1110,False
WH-07,2024-07-01,Home Goods,3052,826,False
WH-07,2024-07-01,Industrial Parts,1078,469,False
WH-07,2024-07-01,Perishables,1864,485,False
WH-08,2024-07-01,Electronics,268,138,False
WH-08,2024-07-01,Apparel,1337,358,False
WH-08,2024-07-01,Home Goods,166,699,True
WH-08,2024-07-01,Industrial Parts,1892,1226,False
WH-08,2024-07-01,Perishables,3856,1061,False
WH-09,2024-07-01,Electronics,799,249,False
WH-09,2024-07-01,Apparel,2012,827,False
WH-09,2024-07-01,Home Goods,147,742,True
WH-09,2024-07-01,Industrial Parts,562,335,False
WH-09,2024-07-01,Perishables,2871,1104,False
WH-10,2024-07-01,Electronics,969,306,False
WH-10,2024-07-01,Apparel,4399,1225,False
WH-10,2024-07-01,Home Goods,15,1076,True
WH-10,2024-07-01,Industrial Parts,4671,1195,False
WH-10,2024-07-01,Perishables,1111,305,False
WH-11,2024-07-01,Electronics,608,499,False
